ID,Date,User,Sentiment,CleanTweets,,,, 
1.12156E+18,4/25/2019 23:29,pops131,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline Ars Technica,,,,
1.12156E+18,4/25/2019 23:25,MaxALittle,positive,Nice article It seems to me as that Tesla s engineers simply don t understand power law long tail distributions of events and the implications on training data requirements for the very high dimensional deep nets they are relying on for full autonomy,,,,
1.12155E+18,4/25/2019 23:21,JamesGowersAV,positive,One of the best perspectives I ve seen on Tesla s recent Autonomous Day from Timothy Lee at Ars Technica including this Building a car suitable for use as a driverless taxi requires a second stage of development one focused on,,,,
1.12155E+18,4/25/2019 23:10,mugenx86,neutral,Is this for global L5 autonomy Or is it for L4 robo taxi in Continental US Tesla s goal by end of 2020,,,,
1.12155E+18,4/25/2019 23:02,go_pi_nath,positive,avoigt Stock is low bcos analysts our experts dont understand how tesla works and the autonomy day ppt is a example Im 70 sure nobody understood half of it,,,,
1.12154E+18,4/25/2019 22:38,Ijim_johansen,positive,lion Yes I believe both her and has endorsed a capital raise up to 20 billion dollars to exhilarate growth and getting to lvl 5 autonomy first,,,,
1.12154E+18,4/25/2019 22:22,EsdePedro,neutral,Intro Video for Tesla Autonomy Day with music TSLA TSLAQ via,,,,
1.12154E+18,4/25/2019 22:14,tesla_truth,neutral,that event was focused on autonomy,,,,
1.12154E+18,4/25/2019 22:10,thenonconsensus,positive,Good article on Tesla s autonomy opportunity So long as they are able to automate labeling they can use their massive data Remains to be seen if this will translate into a real world capability advantage but it seems like it could,,,,
1.12154E+18,4/25/2019 22:03,strangecosmos,neutral,My 3000 word essay on Tesla s Autonomy Day,,,,
1.12153E+18,4/25/2019 21:39,NickMorea,negative,I ll argue this point every day there s no point buying any other car today besides a tesla TCO range safety tech autonomy appreciating asset mic drop,,,,
1.12153E+18,4/25/2019 21:30,teslastrats,positive,Analyst positive in ElonMusk outlook on FSD autonomy sees Tesla lead in robotaxi as huge adv via Teslarati robotaxis innovate innovators innovator innovative innovation innovating tech technology AppleStore teslaenergy teslamotors teslacar teslas teslalife,,,,
1.12152E+18,4/25/2019 21:03,TrevorMahlmann,positive,This is exactly what were discussing in their Autonomy Day on Monday training the neural net on behaviors of drivers who are about to enter the lane,,,,
1.12151E+18,4/25/2019 20:41,Auto_Bird,positive,Good retort from on some erroneous claims Tesla made regarding its ADAS autonomy chips,,,,
1.12151E+18,4/25/2019 20:18,mansoorfayyaz,positive,Tesla Bets Farm On Neural Network Based Autonomy With Impressive Presentation ArtificialIntelligence,,,,
1.1215E+18,4/25/2019 19:48,arstechnica,positive,Musk s big message was that Tesla was close to reaching the holy grail of fully self driving cars by the end of the year he predicts Teslas will be able to navigate both surface streets and freeways allowing them to drive btwn any two points sans human,,,,
1.1215E+18,4/25/2019 19:33,followSol,positive,Best write up I ve seen about Tesla s autonomy event Impressive progress with an unrealistic timeline,,,,
1.1215E+18,4/25/2019 19:25,VickiBryanBondA,negative,While we re mulling TSLA s disastrous Q119 amp credible prospects quandaries harder to reconcile vs ambitious guidance e g slashing capex amp R amp D vs overdue pipeline vs shrinking cash amp FCF as I noted Tesla Autonomy Day Takes Investors For Another Ride,,,,
1.1215E+18,4/25/2019 19:24,arda_askn,positive,Musk said exactly the same thing about Tesla s cars in 2016 That same year he promised that a Tesla would drive autonomously from LA to New York by the end of 2017 Three years later it still hasn t happened,,,,
1.1215E+18,4/25/2019 19:24,XM24,positive,While we all focus on Elon s latest lie of the day I m having a hard time forgetting your Investor Autonomy Day performance Question a year from now you HAVE to put loved ones in a robotaxi for a cross country trip Do you choose or Tesla s offering,,,,
1.12149E+18,4/25/2019 19:23,AlpenSheth,positive,Classic on Autonomy Day The simulation does not capture the long tail of weird things that happen in the real world If the simulation fully captured the real world well that would be proof that we re living in a simulation I think And it doesn t I wish,,,,
1.12149E+18,4/25/2019 19:18,dealer_of_happy,neutral,Btw Rivian comes with level 3 autonomy Not arguing if it s needed or not but it s there,,,,
1.12149E+18,4/25/2019 18:55,topley,positive,I can only assume from Elon Musk s tweets talking about Tesla s forthcoming full self driving option that they ve achieved the holy grail of SAE level 5 autonomy Meaning you should be able to put one anywhere in the world a human can drive and have it drive itself No,,,,
1.12149E+18,4/25/2019 18:54,blovvy,positive,Tesla s Autonomy Event Impressive Progress With An Unrealistic Timeline,,,,
1.12148E+18,4/25/2019 18:43,MFordFuture,positive,is over promising on self driving cars via,,,,
1.12148E+18,4/25/2019 18:37,_StanKozlowski,negative,Tesla could make another fortune by securing a lump sum on customised car insurance for over 27 and another lump sum on low interest finance for EVs with autonomy as arbitrary funding source to make it paid off guarantee cover if customers can t afford carry on lease payments,,,,
1.12148E+18,4/25/2019 18:33,marc_benton,positive,I just want to put this out in the universe If Tesla offers AP FSD for 5k again I ll buy it on my SR Model 3 fsd autonomy,,,,
1.12148E+18,4/25/2019 18:31,samjaffe,positive,But if autonomy isn t involved why not launch the sharing app for those who want it That shouldn t be a regulatory issue right It would help sell cars and Tesla would share in per mile revenue just as Uber does,,,,
1.12148E+18,4/25/2019 18:30,mooroobee,positive,truth You can t believe Tesla will dominate EV autonomy Rideshare in a year AND expect them to sell the company If Tesla goes private it will only be b c they couldn t deliver what they said they will in a year and the buyer will get a sweet deal HOPE NOT,,,,
1.12148E+18,4/25/2019 18:25,samjaffe,positive,Honest question for Tesla why not launch the car sharing app that you ve been talking about for five years now Allow Tesla owners to rent their cars out if they want to You don t need autonomy It will generate revenue for Tesla Why not do this now,,,,
1.12148E+18,4/25/2019 18:21,plarroy,positive,I m super impressed with what Tesla presented in its autonomy day Developing their own hardware platform NN compiler and setting a full retraining pipeline querying the fleet Great presentation from as well,,,,
1.12148E+18,4/25/2019 18:20,ogalinski,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline tech,,,,
1.12148E+18,4/25/2019 18:19,meghasaini,positive,Do you think Full self driving is on the horizon Great article on Tesla Autonomy Day The hardware the system and the software in Tesla Self driving cars,,,,
1.12148E+18,4/25/2019 18:10,evolved_inertia,negative,fight club But since you don t believe him eg wrt autonomy does that mean you have done your homework re ML Do you understand where the flaw is with the approach Tesla is taking,,,,
1.12148E+18,4/25/2019 18:08,KenGreenberg,positive,Tesla autonomy event Impressive progress with an unrealistic timeline Ars Technica Long but interstate article,,,,
1.12148E+18,4/25/2019 18:06,AlainClasse,positive,Tesla s Autonomy Event Impressive Progress With An Unrealistic Timeline hotelmarketing,,,,
1.12148E+18,4/25/2019 18:05,imstevedee,positive,Tesla s Autonomy Event Impressive Progress With An Unrealistic Timeline via Digg,,,,
1.12148E+18,4/25/2019 18:05,isyncyou,positive,Tesla s Autonomy Event Impressive Progress With An Unrealistic Timeline isyncyou digitalstrategy updates,,,,
1.12147E+18,4/25/2019 17:57,KishavanBhola,positive,I think Tesla is going to sell millions of cars in China I believe in the economies of scale lithium ion price story I think they re going to continue to reduce the costs of their cars I m incredibly excited about autonomy and Tesla end,,,,
1.12147E+18,4/25/2019 17:53,KishavanBhola,negative,In my valuation of Tesla I dismissed autonomy and that they could sustain any long term EV advantage Embarrassingly I didn t even experience an actual Tesla vehicle until December,,,,
1.12147E+18,4/25/2019 17:52,dealer_of_happy,positive,This is a false statement comes with level 3 autonomy Ford is not making anything they just investing money so it will not affect quality in either way You like it or not but F150 is the best selling car in US it s sad but it s true,,,,
1.12147E+18,4/25/2019 17:47,tesla_truth,positive,We believe in you and team you guys are making electrification and autonomy happen Without Tesla it would not be happening This is a massive win for the environment and for safety and you have our full support Thank you for working your asses off for us,,,,
1.12147E+18,4/25/2019 17:43,guidaautonoma,positive,Tesla s new AI chip isn t a silver bullet for SelfDrivingCars autonomous SmartCity IoT Robotics tech 5G driverless selfdriving startup technology DriverlessCars Robots startups AutonomousVehicles transport MachineLearning mobility,,,,
1.12147E+18,4/25/2019 17:34,tesla_truth,positive,If Tesla really ships the autonomy features they re planning to this year and has a factory in China ready for low cost mass production nobody s really going to care how much money they lost in Q1,,,,
1.12147E+18,4/25/2019 17:33,unstructuredp,negative,Next Big Future Will Elon and Tesla Prove the Doubters Wrong on the Robotic Taxi Master Plan Elon described costs and details of the master plan for a robotaxi fleet and service at Autonomy Artificialintelligence Energy Robotics Via,,,,
1.12147E+18,4/25/2019 17:30,into_AI,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline Over the last decade deep learning,,,,
1.12147E+18,4/25/2019 17:27,yottanami,positive,Tesla Live Stream Autonomy Day video,,,,
1.12146E+18,4/25/2019 17:20,andrewhockings,positive,You do realise don t you that carrying on down this path will bankrupt you You ve clearly not been following Tesla or you d be in a blind panic I want to see Toyota survive so all resources must go into BEVs autonomy NOW A BEV HiLux Rivian rival would be awesome,,,,
1.12146E+18,4/25/2019 17:19,silicontalent,positive,Tesla s new AI chip isn t a silver bullet for selfdriving cars driverless MachineLearning BigData Analytics ElonMusk,,,,
1.12146E+18,4/25/2019 17:19,tesla_truth,positive,Sensors processors and software for Navigate on AutoPilot competitor already cost about 50 000 euros 56 460 on top of the price of the car And then you need to pay backup drivers too Thomas Sedran Head of Autonomy Volkswagen,,,,
1.12146E+18,4/25/2019 17:18,Hammbear,neutral,Emphasis on unrealistic timeline Tesla s autonomy event Impressive progress with an unrealistic timeline,,,,
1.12146E+18,4/25/2019 17:16,tesla_truth,negative,Sedran is in charge of evaluating Volkswagen s autonomous strategy in commercial vehicles where last mile delivery services could benefit from driverless vans This is the guy who s in charge of autonomy Lmfao VW is fucked,,,,
1.12146E+18,4/25/2019 17:06,tesla_truth,negative,It will take another five years to develop the technology to achieve higher levels of autonomy Can you see a business case which justifies these overheads for this period of time It s just too expensive Thomas Sedran VW,,,,
1.12146E+18,4/25/2019 17:04,meharris,positive,Excellent rational take on Tesla s autonomy,,,,
1.12146E+18,4/25/2019 17:03,JeromeJaccard,neutral,andrewkillen You Sir are so open minded,,,,
1.12146E+18,4/25/2019 17:03,TwistMyTweet,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline From Discover on Google,,,,
1.12146E+18,4/25/2019 16:48,BrainsLink,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline Ars Technica Excellent overview of AV status,,,,
1.12146E+18,4/25/2019 16:47,MrNeffels,positive,has autonomy day showcasing self driving cars talks about how far ahead of competition they are Ford wait don t forget about us We are almost their too,,,,
1.12145E+18,4/25/2019 16:43,QuestFanning,neutral,The key here is self insuring If can survive it s current financial woes it should have enough to absorb liability issues amp create the path for laws to change in favor of autonomy,,,,
1.12145E+18,4/25/2019 16:43,ftku_,positive,Ars Technica Tesla s autonomy event Impressive progress with an unrealistic timeline via,,,,
1.12145E+18,4/25/2019 16:37,ppatel,positive,This long read has Elon dead to right Ambitious but always too aggressive timelines Tesla s autonomy event Impressive progress with an unrealistic timeline,,,,
1.12145E+18,4/25/2019 16:31,amlivemon,positive,Fraudulent commentary alert Tesla s autonomy event Impressive progress with an unrealistic timeline Ars Technica,,,,
1.12145E+18,4/25/2019 16:28,drjohnbates,positive,Gotta love he delivers gt Tesla s autonomy event Impressive progress with an unrealistic timeline,,,,
1.12145E+18,4/25/2019 16:25,FoundryNewsBot,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline Ars Technica From Ars Technica An old software joke explains Elon Musk s implausible autonomy timeline,,,,
1.12145E+18,4/25/2019 16:20,mstinton,negative,Did you see the Autonomy Day conference or at least the machine learning segment by I don t understand why everyone isn t going completely banan over Tesla s technological accomplishment and ambition with the distributed fleet,,,,
1.12145E+18,4/25/2019 16:14,chialinsimmons,positive,Most car companies find the best tech solutions while focusing on core strengths tesla can get sidetracked building chips Tesla s new AI chip isn t a silver bullet for SelfDrivingCars autonomous,,,,
1.12145E+18,4/25/2019 16:10,samlarsen1,positive,Just caught up on the Autonomy Day Love your vision amp the increasing strength of the Tesla network What a great example of continuousintegration DataScience amp iterative delivery Humans have eyes Lidar is lame lidarislame,,,,
1.12144E+18,4/25/2019 16:03,Techgnostik,positive,I say this rarely but this is some great stuff from Seeking Alpha on TSLA This company is poised to dominate,,,,
1.12144E+18,4/25/2019 16:01,_KarmAngel_,neutral,Is the battery autonomy upgraded as well,,,,
1.12144E+18,4/25/2019 15:59,mdfarragher,positive,Highlights from the Tesla Autonomy day Pete Bannon VP of hardware engineering introduces the new Tesla chip for the self driving computer featuring a neural network accelerator Very cool stuff,,,,
1.12144E+18,4/25/2019 15:54,binarybits,positive,I do think that this still gives Tesla an advantage over other companies because the safety driver approach is much more labor intensive But it s not going to get Tesla to full autonomy in 18 months,,,,
1.12144E+18,4/25/2019 15:50,binarybits,negative,My very late very long write up of Monday s Tesla autonomy event,,,,
1.12144E+18,4/25/2019 15:49,richardholms74,positive,Top story Tesla s new AI chip isn t a silver bullet for self driving cars The Verge see more,,,,
1.12144E+18,4/25/2019 15:45,Tweetermeyer,positive,As usual gives Tesla s Autonomy Day presentation a little more benefit of the doubt than it probably deserves but he nails the key insight Tesla is emphasizing its volume of data but this only exacerbates its needle in a haystack problem,,,,
1.12144E+18,4/25/2019 15:41,Julietmss,positive,I ve just posted a new blog Tesla s autonomy event Impressive progress with an unrealistic timeline,,,,
1.12144E+18,4/25/2019 15:36,ElixiumCrypto,positive,Every new Tesla car shipped today has a Full Self Driving Supercomputer on board with 144 Trillion Operations per second of compute power TSLA will release Level 4 amp Level 5 autonomy to the public years ahead of anyone else 2020 Tesla SelfDriving,,,,
1.12144E+18,4/25/2019 15:33,universenews35,neutral,Tesla s autonomy event Impressive progress with an unrealistic timeline with unrealistic timeline,,,,
1.12144E+18,4/25/2019 15:27,ModConsumers,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline by binarybits,,,,
1.12144E+18,4/25/2019 15:26,Rikins,positive,SimplyRik Tesla s autonomy event Impressive progress with an unrealistic timeline TechNews TRP,,,,
1.12143E+18,4/25/2019 15:25,arstechnica,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline by,,,,
1.12143E+18,4/25/2019 15:23,WaltCorey,positive,raj but I have noticed between software downloads the car seems to get better So in other words a data only push as opposed to executable code But again I don t know and during Autonomy Day they did say they are constantly training from fleet generated data Soooo,,,,
1.12143E+18,4/25/2019 15:22,EllarsTech,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline Courtesy of,,,,
1.12143E+18,4/25/2019 15:20,c_technologist,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline tech news gear,,,,
1.12143E+18,4/25/2019 15:20,plugilo,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline Enlarge credit Getty Aurich Lawson Tesla There s an old joke in the software engineer,,,,
1.12143E+18,4/25/2019 15:19,Tech_Plow,neutral,What we learned from Tesla s big autonomy event 1 VroomBot tech,,,,
1.12143E+18,4/25/2019 15:19,RSS_Feed_Reader,positive,Ars Tesla s autonomy event Impressive progress with an unrealistic timeline Enlarge credit Getty Aurich Lawson Tesla There s an old joke in the software engineering world sometimes attributed to Tom Cargill of Bell Labs It states that the,,,,
1.12143E+18,4/25/2019 15:19,darrenculbreath,positive,Tesla s autonomy event Impressive progress with an unrealistic timeline ArsTechnica,,,,
1.12143E+18,4/25/2019 15:11,WDanMarks,positive,what is the latest ETA for Enhanced Summon Autonomy Day has me pumped up,,,,
1.12143E+18,4/25/2019 15:06,TechVelocirap,positive,I guess in retrospect that this kind of emergency takeover is powered by fleet learning as indicated during the Autonomy conference,,,,
1.12143E+18,4/25/2019 15:05,maxma2019,positive,To me it s no brainer that the autonomous driving technology is the biggest asset Tesla has I am puzzled by the negative results from the Autonomy Investor Day Did this already get priced in,,,,
1.12143E+18,4/25/2019 15:04,saleemafaq,positive,Olivetree Ryan You r right but then you have people arguing that Elon said same thing for hardware 2 0 but then Tesla had to develop current FSD computer n with new computer in development Tesla might need it to achieve 99 9999999 autonomy required for regulatory approvals instead of 99 9,,,,
1.12143E+18,4/25/2019 15:00,WoodyNemo,neutral,3 takeaways from Tesla s Autonomy Day Event,,,,
1.12143E+18,4/25/2019 14:48,JonnyEvergreen,positive,Tesla s autonomy presentation makes me want to start taking conference call from the car just to contribute more NoA miles,,,,
1.12142E+18,4/25/2019 14:44,fcammal,positive,Great overview of Tesla Autonomy day and current driverless cars status teslaautonomyday Tesla,,,,
1.12142E+18,4/25/2019 14:44,ComedyCoke,neutral,Navigate on TSLA TSLAQ Tesla Autopilot supposedly had the ability in 10 2018 to navigate ramps but it still couldn t do so for Autonomy Investor Day 6,,,,
1.12142E+18,4/25/2019 14:44,ComedyCoke,positive,2 I ve scrutinized the TSLA TSLAQ Autonomy Investor Day video It does not appear that Tesla used any footage of its drive on the I 880 route that Ska documented The Bay Bridge footage would have been beautiful and navigating toll booths would have been a good bonus 4,,,,
1.12142E+18,4/25/2019 14:23,DoronMarkowitz,positive,Also speaking of HVAC you hinted on Joe Rogan you had a product in the works Retrofitting solar sounds exactly like putting solar panels on roofs I m completely confused as to where your headed Right now robotaxi and autonomy are tesla Where is solar expansion Find cells,,,,
1.12142E+18,4/25/2019 14:19,mikeddano,positive,Tesla s made some aggressive promises around autonomous driving during the company s Autonomy Day event Conspicuously absent though was any mention of 5G,,,,
1.12142E+18,4/25/2019 14:12,EENewsUpdates,positive,Tesla announces a 702M loss in the first quarter of this year just days after the fanfare of Tesla s autonomy day when the company declared it would launch a fully driverless fleet of cabs by 2020,,,,
1.12141E+18,4/25/2019 14:00,oxygenO211,positive,Tesla s Autonomy Day highlights Elon Musk s vision for a full self driving future without LiDAR,,,,
1.12141E+18,4/25/2019 13:56,derykhouston,neutral,Commented on TSLA Tesla sht pqis20 amp shu srjk6 Why Did The Autonomy Vehicle Day Turn Me Bullish,,,,
1.12141E+18,4/25/2019 13:54,KaloyanPashov,positive,But they are not profitable and successful in any of those endeavours yet Waymo have been doing autonomy for years big auto makes cars profitably etc I do believe that Tesla will ultimately come out on top but at the moment they are too risky,,,,
1.12141E+18,4/25/2019 13:52,detansinn,positive,No current Tesla produced today will achieve survive long enough for L5 autonomy to become real The new computers chipsets going into the new cars is an acknowledgement that the current cars on the road don t have the goods As a result older Teslas will depreciate rapidly,,,,
1.12141E+18,4/25/2019 13:52,markbspiegel,positive,4 Apparently Rabouin left Yahoo amp now works for Axios Earlier this week he texted me asking for a comment about Tesla s Autonomy Day I replied saying there s nothing I could say that s better than this from Peter DeLorenzo,,,,
1.12141E+18,4/25/2019 13:45,johniwhelan,negative,The timing of Tesla s investor autonomy day itself is curious Nelson said There s no reason why they couldn t have held this until after earnings translation it s a desperate pump TSLAQ,,,,
1.12141E+18,4/25/2019 13:26,theseoldcars,positive,Yes but the Telsa set up is also a twin chip affair no Again it was just more the fact that Tesla was comparing a single chip Nvidia system designed for driver aids not autonomy to its FSD system Don t think enough data is around for 2 Be interesting to find out though,,,,
1.1214E+18,4/25/2019 13:19,SophiaEdden,positive,Nvidia agrees with Tesla s take on self driving cars but corrects specifics Nvidia vice president Rob Csongor agreed with broad statements by Elon Musk at Tesla s April 22 Autonomy Investor Day Csongor then took exception to what he termed were ina,,,,
1.1214E+18,4/25/2019 13:15,Kenndoll_1,negative,This would not happen with autonomy The owners make money from their cars and riders pay far less than uber or lyft,,,,
1.1214E+18,4/25/2019 13:08,derykhouston,positive,Tesla Autonomy Investor Day What we learned what we can look forward to via Companies made mechanical musical instruments and then recording came along Musk has leapfrogged everyone else in the same way He has found a more elegant solution,,,,
1.1214E+18,4/25/2019 13:07,selfishutility,positive,The autonomy day video made me more excited for any piece technology than I have been since the first iphone all the way back in 2007 Its going to be a very exciting next few years,,,,
1.1214E+18,4/25/2019 13:04,AUTONOMY,neutral,Ford has agreed to invest 500 million in Tesla s potential rival the electric car start up called Rivian,,,,
1.1214E+18,4/25/2019 12:52,Techgnostik,neutral,Was it plans to invest in Tesla s EV and autonomy dominance,,,,
1.12139E+18,4/25/2019 12:32,ryahanson,positive,Tesla s road to autonomy is full of danger via,,,,
1.12139E+18,4/25/2019 12:16,koreyb,neutral,As others mentioned Tesla does use simulations as talked about during the autonomy day Internally they call it dojo,,,,
1.12139E+18,4/25/2019 12:06,jithesh_m,positive,Add to that even if Uber and Tesla reach full autonomy on same day Uber would have to get many cars built and get them on road Tesla just have to send an OTA It s unbelievable Tesla is disrupting so many markets at the same time,,,,
1.12138E+18,4/25/2019 12:02,PaulDiM,neutral,Tesla founder says they ll have 1 million ROBOTAXI cars with Level 5 autonomy no human intervention required on the roads in 2020,,,,
1.12138E+18,4/25/2019 11:57,Model3Owners,positive,Latest TOO podcast Avenge the fallen is now like on YouTube We talk about Tesla Q1 financials Autonomy day answer viewer questions and much more Subscribe today LINK,,,,
1.12138E+18,4/25/2019 11:48,EtienneDudley,neutral,As Tesla readies it s next level autonomy Cuise GM shares it s approach to securing the cars of our future,,,,
1.12138E+18,4/25/2019 11:46,femiexe,positive,savvy Even the blind knew Tesla was going to lose but this far surpasses previous estimates They tried to butter people up with Autonomy Day I expected investors to balk but see the power of Musk magic And I very much doubt Tesla is turning a profit this year,,,,
1.12137E+18,4/25/2019 11:13,TomBamonte,negative,Ouch Musk is full of crap says Scott Miller head of autonomous driving tech at That may be so but Tesla scheduled a full blown Autonomy Day this week GM did not It s possible that Scott Miller is the one who is really full of crap,,,,
1.12137E+18,4/25/2019 11:00,PamudjiSlamet,positive,Tesla brought the Roadster prototype to its Autonomy day and it even allowed attendees to get inside the vehicle which is extremely rare,,,,
1.12136E+18,4/25/2019 10:38,Dogsttoys,positive,Day when will be autonomy drive sys Working For 100 In bank are human live Dont forgot for that Elon,,,,
1.12136E+18,4/25/2019 10:30,tonycdonofrio,neutral,would soon be making cars that could last for at least one million miles while requiring minimal maintenance Autonomous smartcars will disrupt retail further leadership innovation,,,,
1.12136E+18,4/25/2019 10:28,Brad_Bond,positive,It doesn t seem like anyone is focusing on the key strategic advantage Tesla has They have huge amounts of data from every car As Elon hinted at during the Autonomy day presentation They will offer discounts for people willing to drive more conservatively,,,,
1.12136E+18,4/25/2019 10:24,haysdb,positive,Are you certain that Tesla is using the techniques described in this white paper Did they say so at Autonomy Day,,,,
1.12136E+18,4/25/2019 10:22,giano,positive,Enlightening presentation on how designed its self driving computer for full autonomy redundancy and security Compare that with the design of the Boeing 737 MAX Manoeuvring Characteristics Augmentation System,,,,
1.12136E+18,4/25/2019 10:11,iainherd,neutral,He mentioned Tesla Dojo twice in the Autonomy preso did you get what this is,,,,
1.12135E+18,4/25/2019 10:06,CableFree_SP,positive,says that self driving robotaxis will be available by 2020 as it revealed its new and upgraded tech for autonomous vehicles Regulatory approvals would be required AI Autonomy,,,,
1.12135E+18,4/25/2019 10:02,mdfarragher,neutral,Highlights from the Tesla Autonomy day Andrej Karpathy Tesla s deep learning and computer vision expert talks about how Tesla can label data and train neural networks at scale using their car fleet,,,,
1.12135E+18,4/25/2019 9:57,panabee,positive,1 tesla should be able to make the cheapest EV self driving cars for a while because it s a vertically integrating sales b automating manufacturing c vertically integrating autonomy and d solely focused on EV fleeting learning is the key for tesla to become,,,,
1.12135E+18,4/25/2019 9:45,sovereignpath,negative,Why It s Game Set Match for Tesla Autonomy YouTube,,,,
1.12134E+18,4/25/2019 9:15,martinengwicht,positive,Analysts and Researchers need a good look at why Tesla is so confident in its full autonomy tech FSD start in 2020 Level 5 will never happen globally expensive amp complicated LIDAR Full autonomous cars 2021 2025 TSLA,,,,
1.12134E+18,4/25/2019 9:01,innocuousashish,positive,Tesla Bets Farm On Neural Network Based Autonomy With Impressive Presentation via,,,,
1.12134E+18,4/25/2019 8:58,Name52274187,positive,All in all i feel that what s going to happen in next few years is that Tesla will have most advanced ADAS on the market Car will still require attention However it puts them in good position to compete with waymo and others to be first on real autonomy,,,,
1.12134E+18,4/25/2019 8:56,jilm,negative,The bear case against Tesla Disappointing financials make the whole autonomy event look like smoke screen to distract and divert attention,,,,
1.12134E+18,4/25/2019 8:55,previewtechs,positive,Tesla s new AI chip isn t a silver bullet for self driving cars Tesla AI,,,,
1.12133E+18,4/25/2019 8:38,AaronCederberg,positive,Most interesting thing about Tesla Autonomy Day talk is that admitted outright that Tesla will probably be liable for autopilot accidents at the very end of the talk,,,,
1.12133E+18,4/25/2019 8:36,David_Kudla,positive,More Elon Musk bold claims at least 1 million Teslas on the road by the end of next year with full Level 5 autonomy serving as robo taxis Owners could rent their Tesla s for up to 30 000 per year in income TSLA TSLAQ,,,,
1.12133E+18,4/25/2019 8:34,tanovic,neutral,RoboTaxi by Tesla Autonomy Day Event Recap via Tesla robotaxi,,,,
1.12133E+18,4/25/2019 8:30,ZanQdo,neutral,Not with the vision quality of the autonomy system,,,,
1.12133E+18,4/25/2019 8:19,alvinSeven77,positive,Hi Scott The world is very grateful someone advances tech fast like sir Elon sir Bannon amp sir Andrej like Jobs had cook but I keep telling the Tesla team Full Autonomy is impossible it violates d law of how human intelligence works,,,,
1.12133E+18,4/25/2019 8:11,LouisLebbos,negative,curious if you watched the Tesla autonomy day videos and what you think about Tesla s efforts,,,,
1.12132E+18,4/25/2019 8:01,RichMartell,positive,Very interesting viewing from s Autonomy day Really great insight into what they are working on with self driving vehicles,,,,
1.12132E+18,4/25/2019 8:00,QuentinLandau,positive,Tesla s new AI chip isn t a silver bullet for self driving cars Tesla SelfDrivingCars,,,,
1.12132E+18,4/25/2019 7:42,Ev_Investor,neutral,Think you are missing how much of a disadvantage OEMs are in being tied to legacy gas cars and dealerships while trying to shift to EVs but also must maintain profitable ICE sales Tesla gets to focus entirely on the EVs and ota software autonomy,,,,
1.12132E+18,4/25/2019 7:41,teslatidbits,neutral,Episode 516 Tesla Q1 2019 Earnings Call and Autonomy Day Recap,,,,
1.12131E+18,4/25/2019 7:14,spacexonaut,positive,Mitrakos He said there will be a continuous dramatic increase The reason is simple at one point the autonomy feature will become more important than the car itself Further down the road Tesla will make more money if they don t sell cars but make a Uber like service and keep the cars,,,,
1.12131E+18,4/25/2019 7:14,CesarMalacon,positive,The company is assuming people who could not normally afford a Tesla will go ahead and buy one and buy it with full autonomy enabled because they can make money in the Tesla network New Business Models still arising Awesome,,,,
1.12131E+18,4/25/2019 7:10,EvBite,neutral,Tesla recently had their Tesla Autonomy Day Here is everything we learned during the event,,,,
1.12131E+18,4/25/2019 7:09,Necio_news,positive,Tesla Bets Farm On Neural Network Based Autonomy With Impressive Presentation DeepLearning,,,,
1.12131E+18,4/25/2019 7:07,superfabis,neutral,What Elon said Tesla CEO goes big on promises at Autonomy Day event,,,,
1.12131E+18,4/25/2019 7:05,S1lverArrow,neutral,What Elon said Tesla CEO goes big on promises at Autonomy Day event tech science lifestyle,,,,
1.12131E+18,4/25/2019 7:02,bluestreakdaily,neutral,Elizabeth Keatinge tells us about Tesla s Autonomy Investor Day where robotaxis were discussed USA TODAY Money USATODAYmoney April 25 2019,,,,
1.1213E+18,4/25/2019 6:33,MariaSBines,positive,Tesla s new AI chip isn t a silver bullet for self driving cars but it s always a good show,,,,
1.1213E+18,4/25/2019 6:31,pvblivs,negative,Say what you want about the timing of Autonomy Day its connection to Tesla s quarterly results Musk s extreme ambition The technology and delivery facts speak for Tesla Humans couldn t trust that Tesla would dominate the EV space and they can t for self driving,,,,
1.1213E+18,4/25/2019 6:30,USATODAYmoney,neutral,Elizabeth Keatinge tells us about Tesla s Autonomy Investor Day where robotaxis were discussed,,,,
1.1213E+18,4/25/2019 6:29,mat_molnar,positive,This was one of the most mind blowing moments from Tesla autonomy day presentation Imagine the exponential progress of this technology It could basically outclass LIDAR all together,,,,
1.1213E+18,4/25/2019 6:29,christophecazes,positive,It s Elon Musk vs everyone else in the race for fully driverless cars The Tesla CEO is forging his own path toward full autonomy SelfDrivingCars Lidar By Andrew J Hawkins ElonMusk anyone relying on LIDAR is doomed Doomed,,,,
1.1213E+18,4/25/2019 6:28,nkgpt,positive,The nearly 3 hour Tesla autonomy day live stream was the nerdiest collection of computer vision specialists and appreciators collected in one room Good fun,,,,
